time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-23T22:31:33.310Z,37.6811667,-118.8978333,1.11,0.3,md,12,116,0.008831,0.05,nc,nc72957706,2018-01-24T00:03:04.570Z,"9km NE of Mammoth Lakes, CA",earthquake,0.49,1.23,0.088,9,reviewed,nc,nc
2018-01-23T22:25:25.910Z,38.8061676,-122.829834,0.81,0.8,md,7,111,0.007924,0.02,nc,nc72957691,2018-01-23T22:47:03.115Z,"7km WNW of The Geysers, CA",earthquake,0.42,0.75,0.25,3,automatic,nc,nc
2018-01-23T22:15:28.150Z,49.3323333,-120.4743333,-0.51,1.85,ml,7,209,0.5555,0.51,uw,uw61365306,2018-01-24T00:28:10.350Z,"14km S of Princeton, Canada",explosion,4.85,31.61,0.245,5,reviewed,uw,uw
2018-01-23T22:13:21.505Z,56.2172,-149.3307,1.8,3.8,ml,,,,1.28,ak,ak18191503,2018-01-23T22:37:55.956Z,"268km SE of Kodiak, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2018-01-23T22:04:07.440Z,55.9232,-149.4121,7.64,3.7,ml,,234,2.508,0.69,us,us2000cnfl,2018-01-24T02:20:42.040Z,"276km SE of Kodiak, Alaska",earthquake,9.2,8.6,0.066,30,reviewed,us,us
2018-01-23T22:03:19.740Z,33.8591667,-117.502,2.37,1.46,ml,32,54,0.05185,0.14,ci,ci38091184,2018-01-23T22:37:22.206Z,"3km SE of Home Gardens, CA",quarry blast,0.21,0.36,0.122,19,reviewed,ci,ci
2018-01-23T21:56:52.103Z,38.2483,-118.7093,9.7,0.6,ml,8,97.52,0.161,0.1411,nn,nn00619457,2018-01-23T22:53:10.116Z,"31km SSW of Hawthorne, Nevada",earthquake,,5.4,0.54,4,reviewed,nn,nn
2018-01-23T21:53:55.700Z,36.4710007,-121.0218353,6.72,1.64,md,8,184,0.04627,0.01,nc,nc72957681,2018-01-24T01:16:03.801Z,"13km ESE of Pinnacles, CA",earthquake,0.5,1.16,0.25,7,automatic,nc,nc
2018-01-23T21:52:30.670Z,-62.5061,165.4575,10,5.1,mb,,108,8.716,0.61,us,us2000cnet,2018-01-24T19:51:42.040Z,"Balleny Islands region",earthquake,10.3,1.9,0.099,33,reviewed,us,us
2018-01-23T21:45:30.790Z,37.5718333,-118.8378333,4.76,0.92,md,27,86,0.01944,0.04,nc,nc72957676,2018-01-24T17:55:02.764Z,"14km W of Toms Place, CA",earthquake,0.23,0.4,0.183,23,reviewed,nc,nc
2018-01-23T21:42:10.770Z,33.505,-116.7896667,6.17,0.39,ml,16,95,0.07445,0.07,ci,ci38091168,2018-01-23T22:29:28.169Z,"10km NE of Aguanga, CA",earthquake,0.16,0.58,0.026,5,reviewed,ci,ci
2018-01-23T21:39:10.570Z,33.6885,-116.6716667,15.46,0.43,ml,17,170,0.01963,0.1,ci,ci38091176,2018-01-23T22:49:42.347Z,"7km SE of Idyllwild, CA",earthquake,0.31,0.28,0.042,7,reviewed,ci,ci
2018-01-23T21:35:47.530Z,35.6791667,-120.9863333,-0.35,1.18,md,16,58,0.1042,0.1,nc,nc72957666,2018-01-24T03:06:07.934Z,"11km WSW of Lake Nacimiento, CA",quarry blast,0.23,31.61,0.275,8,reviewed,nc,nc
2018-01-23T21:35:04.017Z,38.3852,-118.8902,7.3,1.2,ml,11,120.72,0.121,0.1492,nn,nn00619455,2018-01-23T22:50:00.314Z,"27km SW of Hawthorne, Nevada",earthquake,,7.1,0.58,2,reviewed,nn,nn
2018-01-23T21:34:28.557Z,38.2469,-118.7079,9.9,0.9,ml,5,292.45,0.16,0.0581,nn,nn00619452,2018-01-23T22:43:40.153Z,"31km SSW of Hawthorne, Nevada",earthquake,,6.2,0.28,2,reviewed,nn,nn
2018-01-23T21:32:59.200Z,36.4695015,-121.0306702,5.6,2,md,12,196,0.05473,0.05,nc,nc72957661,2018-01-24T00:50:02.743Z,"12km SE of Pinnacles, CA",earthquake,0.59,1.05,0.12,8,automatic,nc,nc
2018-01-23T21:29:18.650Z,33.4795,-116.7871667,4.18,1.54,ml,63,28,0.09526,0.17,ci,ci38091160,2018-01-23T22:25:21.880Z,"8km ENE of Aguanga, CA",earthquake,0.13,0.35,0.142,54,reviewed,ci,ci
2018-01-23T21:27:19.746Z,55.8914,-149.2259,1.6,3.6,ml,,,,1.08,ak,ak18190191,2018-01-23T21:43:38.490Z,"286km SE of Kodiak, Alaska",earthquake,,6.1,,,reviewed,ak,ak
2018-01-23T21:25:29.170Z,56.153,-149.2311,20.01,2.9,ml,,242,2.457,0.51,us,us2000cngy,2018-01-23T23:52:29.040Z,"265km SE of Kodiak, Alaska",earthquake,11.4,11.6,0.148,6,reviewed,us,us
2018-01-23T21:24:33.040Z,36.9580002,-121.5780029,4.12,2.14,md,37,50,0.004215,0.17,nc,nc72957656,2018-01-24T00:08:01.583Z,"5km S of Gilroy, CA",earthquake,0.26,0.52,0.12,32,automatic,nc,nc
2018-01-23T21:19:58.590Z,36.4723333,-121.0218333,6.12,0.97,md,11,179,0.0476,0.02,nc,nc72957651,2018-01-24T03:01:07.812Z,"13km ESE of Pinnacles, CA",earthquake,0.34,0.92,0.277,12,reviewed,nc,nc
2018-01-23T21:18:40.440Z,36.4741669,-121.0208359,6.38,1.82,md,11,180,0.0494,0.02,nc,nc72957646,2018-01-23T23:53:02.554Z,"13km ESE of Pinnacles, CA",earthquake,0.51,0.88,0.21,9,automatic,nc,nc
2018-01-23T21:09:12.201Z,56.3855,-149.2606,6.3,3.6,ml,,,,1.15,ak,ak18190130,2018-01-23T23:30:52.040Z,"252km SE of Kodiak, Alaska",earthquake,,3.6,,,reviewed,ak,ak
2018-01-23T21:05:18.720Z,36.4688333,-121.0285,6.81,1.03,md,11,174,0.0447,0.06,nc,nc72957636,2018-01-24T02:59:07.348Z,"12km SE of Pinnacles, CA",earthquake,0.39,0.71,0.245,12,reviewed,nc,nc
2018-01-23T21:04:12.910Z,36.4708328,-121.0233307,6.38,1.94,md,10,181,0.04618,0.02,nc,nc72957631,2018-01-23T23:27:02.513Z,"13km ESE of Pinnacles, CA",earthquake,0.4,0.73,0.22,9,automatic,nc,nc
2018-01-23T21:00:55.290Z,36.4753333,-121.0278333,7.36,3.41,mw,87,93,0.05103,0.1,nc,nc72957626,2018-01-26T18:03:44.299Z,"12km ESE of Pinnacles, CA",earthquake,0.14,0.23,,5,reviewed,nc,nc
2018-01-23T21:00:18.080Z,32.8356667,-117.043,-0.12,0.94,ml,25,97,0.01918,0.28,ci,ci38091128,2018-01-23T21:30:59.504Z,"6km W of Santee, CA",quarry blast,0.51,31.61,0.061,5,reviewed,ci,ci
2018-01-23T20:55:26.450Z,47.5246667,-122.7731667,50.56,2.69,ml,13,82,0.02506,0.13,uw,uw61365291,2018-01-25T01:00:44.378Z,"8km WSW of Navy Yard City, Washington",earthquake,0.68,0.91,0.297,12,reviewed,uw,uw
2018-01-23T20:55:23.100Z,33.8848333,-116.1995,8.16,1.02,ml,26,113,0.04596,0.17,ci,ci38091120,2018-01-23T21:27:10.676Z,"18km N of Indio, CA",earthquake,0.32,0.57,0.036,13,reviewed,ci,ci
2018-01-23T20:44:58.100Z,37.4821667,-118.8146667,1.85,1.63,md,30,129,0.07419,0.05,nc,nc72957621,2018-01-24T00:35:03.645Z,"15km SW of Toms Place, CA",earthquake,0.26,0.78,0.197,27,reviewed,nc,nc
2018-01-23T20:41:19.243Z,56.1947,-148.72,12.4,3.9,ml,,,,0.57,ak,ak18188863,2018-01-24T18:55:29.040Z,"271km SE of Kodiak, Alaska",earthquake,,1081.7,,,reviewed,ak,ak
2018-01-23T20:40:47.740Z,37.5418333,-118.8706667,5.15,0.82,md,25,97,0.05835,0.03,nc,nc72957611,2018-01-23T22:19:02.057Z,"14km SE of Mammoth Lakes, CA",earthquake,0.26,0.79,0.151,22,reviewed,nc,nc
2018-01-23T20:31:32.480Z,41.918,-112.3476667,0.48,0.57,md,8,85,0.02056,0.04,uu,uu60265762,2018-01-24T18:52:48.190Z,"25km NW of Garland, Utah",earthquake,0.54,1.9,0.207,4,reviewed,uu,uu
2018-01-23T20:30:21.950Z,32.7678333,-116.8916667,-0.13,1.47,ml,31,57,0.05349,0.3,ci,ci38091104,2018-01-23T21:18:56.419Z,"5km ENE of Rancho San Diego, CA",quarry blast,0.58,31.61,0.152,9,reviewed,ci,ci
2018-01-23T20:28:07.976Z,39.421,-119.9406,8,0.6,ml,14,72.81,0.148,0.1412,nn,nn00619387,2018-01-23T20:45:19.542Z,"10km S of Mogul, Nevada",earthquake,,2.3,0.4,5,reviewed,nn,nn
2018-01-23T20:24:29.870Z,33.5,-116.4816667,11.71,1.3,ml,28,96,0.05226,0.2,ci,ci38091096,2018-01-23T20:54:48.924Z,"19km ESE of Anza, CA",earthquake,0.33,0.52,0.171,19,reviewed,ci,ci
2018-01-23T20:24:14.260Z,33.5041667,-116.4865,11.72,1.53,ml,45,51,0.0543,0.19,ci,ci38091088,2018-01-23T20:56:01.170Z,"18km ESE of Anza, CA",earthquake,0.23,0.4,0.153,26,reviewed,ci,ci
2018-01-23T20:20:16.828Z,56.175,-149.41,3,4.1,ml,,,,0.82,ak,ak18188762,2018-01-24T18:37:25.040Z,"261km SE of Kodiak, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2018-01-23T20:03:26.130Z,56.2078,-149.8131,23.05,3.9,ml,,167,2.168,0.91,us,us2000cnbe,2018-01-24T16:59:02.040Z,"236km SE of Kodiak, Alaska",earthquake,6.9,9.5,0.053,46,reviewed,us,us
2018-01-23T20:03:07.820Z,46.0051667,-112.4631667,-2,2.06,ml,12,69,0.066,0.11,mb,mb80278624,2018-01-23T20:16:34.870Z,"5km E of Butte, Montana",quarry blast,0.31,31.61,0.113,2,reviewed,mb,mb
2018-01-23T20:02:06.750Z,36.6128333,-121.1973333,7.11,0.86,md,13,195,0.03831,0.12,nc,nc72957606,2018-01-24T03:15:03.353Z,"10km NNW of Pinnacles, CA",earthquake,0.63,0.73,0.23,12,reviewed,nc,nc
2018-01-23T20:01:14.260Z,44.6391667,-112.1723333,5.18,1.23,ml,7,125,0.165,0.21,mb,mb80278619,2018-01-23T20:21:41.210Z,"33km E of Lima, Montana",earthquake,0.96,8.82,0.083,2,reviewed,mb,mb
2018-01-23T19:37:03.580Z,55.8689,-149.3576,7.88,3.9,ml,,163,2.564,0.85,us,us2000cnc9,2018-01-25T22:45:51.040Z,"283km SE of Kodiak, Alaska",earthquake,8.4,7.4,0.059,38,reviewed,us,us
2018-01-23T19:28:01.010Z,37.1981667,-112.7916667,3.1,1.32,md,5,147,0.1828,0.11,uu,uu60265752,2018-01-24T16:44:26.330Z,"26km NE of Hildale, Utah",earthquake,0.72,31.61,0.317,3,reviewed,uu,uu
2018-01-23T19:26:15.769Z,56.5442,-148.5603,12.1,3.3,ml,,,,0.92,ak,ak18187330,2018-01-25T22:31:47.040Z,"275km ESE of Kodiak, Alaska",earthquake,,6722,,,reviewed,ak,ak
2018-01-23T19:11:28.045Z,56.0845,-149.2885,9.9,4.3,ml,,,,0.87,ak,ak18187129,2018-01-25T22:27:00.040Z,"275km SE of Kodiak, Alaska",earthquake,,7.1,,,reviewed,ak,ak
2018-01-23T19:09:42.978Z,38.6591,-118.7912,9.8,0.5,ml,10,102.07,0.212,0.1418,nn,nn00619416,2018-01-23T21:28:54.524Z,"20km NW of Hawthorne, Nevada",earthquake,,6.1,0.39,4,reviewed,nn,nn
2018-01-23T19:03:27.000Z,44.6023333,-110.6891667,6.01,0.7,md,5,131,0.03299,0.18,uu,uu60014559,2018-01-24T18:16:18.700Z,"19km NE of Old Faithful Geyser, Wyoming",earthquake,0.99,1.7,0.439,3,reviewed,uu,uu
2018-01-23T19:03:03.340Z,38.8153343,-122.7993317,2.77,0.85,md,16,58,0.008001,0.02,nc,nc72957576,2018-01-23T19:32:03.742Z,"6km NW of The Geysers, CA",earthquake,0.26,0.65,0.04,4,automatic,nc,nc
2018-01-23T18:52:57.680Z,44.7741667,-110.8038333,6.15,0.92,md,17,86,0.03613,0.2,uu,uu60265742,2018-01-24T15:30:28.530Z,"26km ENE of West Yellowstone, Montana",earthquake,0.44,1.16,0.132,9,reviewed,uu,uu
2018-01-23T18:52:13.600Z,33.644,-116.721,11.25,0.34,ml,12,79,0.04655,0.05,ci,ci38091064,2018-01-23T21:23:38.630Z,"11km S of Idyllwild, CA",earthquake,0.2,0.33,0.102,4,reviewed,ci,ci
2018-01-23T18:42:18.366Z,40.1667,-120.9852,12.7,1.2,ml,6,292.31,0.144,0.0851,nn,nn00619413,2018-01-23T21:19:32.290Z,"4km NW of Greenville, California",earthquake,,4,0.04,2,reviewed,nn,nn
2018-01-23T18:41:10.330Z,36.4711685,-121.0216675,6.44,1.75,md,7,184,0.04643,0.02,nc,nc72957566,2018-01-23T20:31:03.842Z,"13km ESE of Pinnacles, CA",earthquake,0.64,1.06,0.23,8,automatic,nc,nc
2018-01-23T18:36:46.190Z,35.6726667,-121.0866667,6.01,2.5,md,75,95,0.05541,0.05,nc,nc72957561,2018-01-25T10:49:30.084Z,"10km ENE of San Simeon, CA",earthquake,0.08,0.21,0.163,67,reviewed,nc,nc
2018-01-23T18:29:47.700Z,44.5961667,-110.6795,7.53,0.91,ml,6,148,0.02752,0.13,uu,uu60265737,2018-01-24T16:22:20.690Z,"19km NE of Old Faithful Geyser, Wyoming",earthquake,0.64,1.55,0.345,2,reviewed,uu,uu
2018-01-23T18:26:26.640Z,55.5993,-149.1459,8.55,4.1,mb,,178,2.818,0.84,us,us2000cn8f,2018-01-25T22:18:37.040Z,"Gulf of Alaska",earthquake,8.2,7.4,0.52,1,reviewed,us,us
2018-01-23T18:20:27.750Z,37.5825,-119.01,2.51,0.3,md,11,220,0.03096,0.03,nc,nc72957556,2018-01-23T19:11:04.703Z,"7km SSW of Mammoth Lakes, CA",earthquake,0.61,0.36,0.127,9,reviewed,nc,nc
2018-01-23T18:00:58.560Z,55.7411,-149.1985,9.69,4.1,ml,,184,2.71,0.75,us,us2000cnbp,2018-01-25T22:09:04.040Z,"300km SE of Kodiak, Alaska",earthquake,8.2,7.6,0.056,42,reviewed,us,us
2018-01-23T17:38:29.710Z,-3.2911,130.5447,13.12,4.9,mb,,50,1.741,0.75,us,us2000cn6q,2018-01-25T21:42:45.040Z,"180km E of Amahai, Indonesia",earthquake,5.3,4.4,0.058,94,reviewed,us,us
2018-01-23T17:32:05.820Z,36.4072,140.8948,26.23,4.5,mb,,154,1.461,1.01,us,us2000cnh0,2018-01-25T17:20:33.269Z,"28km ENE of Oarai, Japan",earthquake,7.2,6.1,0.139,15,reviewed,us,us
2018-01-23T17:30:55.130Z,37.3891678,-122.2044983,0.87,1.58,md,7,92,0.02698,0.12,nc,nc72957546,2018-01-23T19:23:02.728Z,"3km ENE of Portola Valley, CA",earthquake,0.4,0.94,0.36,8,automatic,nc,nc
2018-01-23T17:30:22.670Z,37.5791667,-119.0045,2.21,0.74,md,18,85,0.03604,0.03,nc,nc72957551,2018-01-23T18:47:01.564Z,"7km SSW of Mammoth Lakes, CA",earthquake,0.34,0.33,0.29,16,reviewed,nc,nc
2018-01-23T17:29:06.203Z,56.2316,-149.8703,12,4.4,ml,,,,0.91,ak,ak18184442,2018-01-25T16:12:09.040Z,"234km SE of Kodiak, Alaska",earthquake,,8.4,,,reviewed,ak,ak
2018-01-23T17:28:32.860Z,-34.9425,179.5389,333.21,4.1,mb,,209,2.797,1.03,us,us2000cn69,2018-01-25T15:51:51.040Z,"South of the Kermadec Islands",earthquake,13,10.5,0.14,14,reviewed,us,us
2018-01-23T17:23:43.768Z,56.9992,-149.9791,0,3.8,ml,,,,1.08,ak,ak18184400,2018-01-23T20:38:40.919Z,"170km ESE of Kodiak, Alaska",earthquake,,12.1,,,automatic,ak,ak
2018-01-23T17:23:35.280Z,56.0142,-149.7168,19.99,4.4,mb,,189,2.315,0.72,us,us2000cn6d,2018-01-25T15:44:04.040Z,"256km SE of Kodiak, Alaska",earthquake,9.7,6.9,0.135,16,reviewed,us,us
2018-01-23T17:17:20.680Z,55.882,-150.1288,10,4.3,mb,,177,2.205,1.13,us,us2000cn62,2018-01-25T15:41:29.040Z,"253km SE of Kodiak, Alaska",earthquake,6.1,2,0.375,2,reviewed,us,us
2018-01-23T17:03:02.837Z,38.4372,-118.8918,8.9,1,ml,10,132.13,0.101,0.1417,nn,nn00619354,2018-01-23T18:34:19.999Z,"25km WSW of Hawthorne, Nevada",earthquake,,2.1,0.38,4,reviewed,nn,nn
2018-01-23T16:58:08.066Z,56.2785,-148.5575,12,4.1,ml,,,,0.7,ak,ak18183157,2018-01-23T22:29:57.040Z,"285km SE of Kodiak, Alaska",earthquake,,7.4,,,reviewed,ak,ak
2018-01-23T16:50:04.010Z,38.8173332,-122.7949982,3.84,0.52,md,8,86,0.009355,0.03,nc,nc72957536,2018-01-23T18:30:03.533Z,"6km NW of The Geysers, CA",earthquake,0.48,1.12,0.02,2,automatic,nc,nc
2018-01-23T16:47:03.869Z,61.5006,-151.0402,71.3,2.1,ml,,,,0.7,ak,ak18183121,2018-01-23T18:30:59.667Z,"57km W of Big Lake, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-23T16:33:34.690Z,47.687,-120.3003333,5.18,0.82,ml,6,109,0.08585,0.15,uw,uw61365276,2018-01-23T18:56:27.160Z,"7km W of Entiat, Washington",earthquake,0.45,2.26,0.063,5,reviewed,uw,uw
2018-01-23T16:29:39.580Z,45.3606667,-112.5865,5.98,1.14,md,8,159,0.406,0.06,mb,mb80278574,2018-01-23T16:46:08.210Z,"16km NNE of Dillon, Montana",earthquake,0.31,6.92,0.114,8,reviewed,mb,mb
2018-01-23T16:27:21.500Z,45.3583333,-112.5778333,7.71,2.34,ml,23,115,0.399,0.14,mb,mb80278569,2018-01-23T16:42:29.320Z,"16km NNE of Dillon, Montana",earthquake,0.37,1.33,0.125,5,reviewed,mb,mb
2018-01-23T16:26:59.100Z,-27.8251,-176.4948,35,4.9,mb,,137,1.895,1.39,us,us2000cn56,2018-01-23T22:03:41.040Z,"210km NE of Raoul Island, New Zealand",earthquake,7.6,1.9,0.106,28,reviewed,us,us
2018-01-23T16:22:24.130Z,44.602,-110.6898333,4.83,0.45,md,9,80,0.0335,0.17,uu,uu60265722,2018-01-24T16:46:01.260Z,"19km NE of Old Faithful Geyser, Wyoming",earthquake,0.44,0.82,0.424,4,reviewed,uu,uu
2018-01-23T16:20:55.460Z,56.1007,-150.0358,14.2,4.3,mb,,243,2.118,1.26,us,us2000cn5a,2018-01-23T21:49:42.040Z,"237km SE of Kodiak, Alaska",earthquake,12.5,10.3,0.531,1,reviewed,us,us
2018-01-23T16:20:38.108Z,39.3932,-119.8445,7.9,0.4,ml,3,320.95,0.179,0.0311,nn,nn00619346,2018-01-23T18:09:14.815Z,"15km S of Reno, Nevada",earthquake,,14.9,0.36,2,reviewed,nn,nn
2018-01-23T16:13:20.850Z,56.1232,-149.293,6.8,3.2,ml,,,,0.89,ak,ak18183020,2018-01-23T21:35:14.040Z,"268km SE of Kodiak, Alaska",earthquake,,4.3,,,reviewed,ak,ak
2018-01-23T16:07:02.400Z,39.2423,-120.0872,8.6,-0.1,ml,4,101.32,0.046,0.0648,nn,nn00619344,2018-01-23T18:06:04.766Z,"3km W of Tahoe Vista, California",earthquake,,2.8,0.32,3,reviewed,nn,nn
2018-01-23T16:06:33.873Z,39.2458,-120.0867,7.8,-0.2,ml,3,179.07,0.049,0.018,nn,nn00619342,2018-01-23T18:02:54.011Z,"3km WNW of Tahoe Vista, California",earthquake,,3.8,0.28,3,reviewed,nn,nn
2018-01-23T15:58:53.150Z,18.1315,-67.1828,27,1.47,md,4,272,0.1449,0.58,pr,pr2018023000,2018-01-23T19:44:38.576Z,"5km W of Hormigueros, Puerto Rico",earthquake,4.55,5.85,0.1,3,reviewed,pr,pr
2018-01-23T15:55:07.240Z,56.399,-148.5846,10,4.1,mb,,151,2.586,0.67,us,us2000cn4p,2018-01-23T21:16:58.040Z,"278km ESE of Kodiak, Alaska",earthquake,4.4,1.9,0.261,4,reviewed,us,us
2018-01-23T15:51:05.323Z,56.5762,-149.727,10,3.3,ml,,,,0.98,ak,ak18181803,2018-01-23T20:43:59.040Z,"213km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-23T15:43:38.649Z,39.6019,-120.4236,9.8,0.2,ml,3,281.56,0.155,0.0766,nn,nn00619340,2018-01-23T17:59:45.186Z,"23km S of Portola, California",earthquake,,11,0,1,reviewed,nn,nn
2018-01-23T15:43:37.140Z,38.8339996,-122.7906647,1.61,0.48,md,8,85,0.00441,0.01,nc,nc72957531,2018-01-23T17:08:02.387Z,"6km WNW of Cobb, CA",earthquake,0.46,0.54,0.09,2,automatic,nc,nc
2018-01-23T15:43:12.020Z,55.994,-149.8655,15.1,4.3,ml,,,,1.04,ak,ak18181760,2018-01-23T20:24:51.040Z,"223km SE of Kodiak, Alaska",earthquake,,179.9,,,reviewed,ak,ak
2018-01-23T15:41:00.946Z,37.1582,-117.4092,12,0.1,ml,3,279.17,0.185,0.0085,nn,nn00619336,2018-01-23T17:53:22.362Z,"62km SSW of Goldfield, Nevada",earthquake,,7.7,0,1,reviewed,nn,nn
2018-01-23T15:38:16.400Z,55.7068,-149.2205,8.01,4.1,mb,,169,2.72,0.81,us,us2000cn4b,2018-01-24T15:01:25.040Z,"Gulf of Alaska",earthquake,9.5,6.2,0.37,2,reviewed,us,us
2018-01-23T15:36:39.233Z,63.037,-149.7712,83.1,1.4,ml,,,,0.36,ak,ak18181730,2018-01-23T20:48:20.245Z,"57km SW of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-23T15:35:25.700Z,56.0012,-150.1911,10,3.1,ml,,215,2.104,0.67,us,us2000cn4x,2018-01-23T18:17:43.040Z,"240km SE of Kodiak, Alaska",earthquake,4.7,2,0.085,18,reviewed,us,us
2018-01-23T15:32:38.110Z,38.8050003,-122.8219986,3.2,0.82,md,8,78,0.00681,0.05,nc,nc72957521,2018-01-23T16:11:03.048Z,"6km WNW of The Geysers, CA",earthquake,0.66,1.86,0.51,2,automatic,nc,nc
2018-01-23T15:32:04.380Z,44.6011667,-110.6818333,7.61,1.65,ml,12,62,0.02793,0.09,uu,uu60265717,2018-01-23T16:20:44.800Z,"19km NE of Old Faithful Geyser, Wyoming",earthquake,0.25,0.64,0.23,2,reviewed,uu,uu
2018-01-23T15:31:42.920Z,44.6018333,-110.686,7.5,1.06,ml,8,115,0.03079,0.12,uu,uu60014554,2018-01-23T16:23:52.070Z,"19km NE of Old Faithful Geyser, Wyoming",earthquake,0.38,0.94,0.285,2,reviewed,uu,uu
2018-01-23T15:29:18.110Z,44.6053333,-110.7045,5.62,0.8,ml,5,122,0.04381,0.12,uu,uu60265712,2018-01-23T16:29:02.640Z,"18km NNE of Old Faithful Geyser, Wyoming",earthquake,1.13,1.97,0.243,2,reviewed,uu,uu
2018-01-23T15:24:01.140Z,44.5956667,-110.695,5.48,0.94,ml,6,140,0.03827,0.17,uu,uu60265707,2018-01-23T16:33:11.520Z,"18km NE of Old Faithful Geyser, Wyoming",earthquake,0.61,1.25,0.287,2,reviewed,uu,uu
2018-01-23T15:14:07.130Z,38.8213348,-122.8596649,1.09,0.73,md,8,124,0.006573,0.03,nc,nc72957516,2018-01-23T15:43:02.999Z,"10km WNW of The Geysers, CA",earthquake,0.44,1.38,0.2,2,automatic,nc,nc
2018-01-23T14:58:03.630Z,33.4938333,-116.7875,6.01,0.29,ml,18,95,0.08278,0.11,ci,ci38091016,2018-01-23T16:15:20.357Z,"9km NE of Aguanga, CA",earthquake,0.22,0.75,0.133,5,reviewed,ci,ci
2018-01-23T14:50:36.980Z,56.0479,-149.5657,10,4.2,mb,,224,2.369,0.88,us,us2000cn48,2018-01-23T17:51:11.040Z,"259km SE of Kodiak, Alaska",earthquake,11,2,0.373,2,reviewed,us,us
2018-01-23T14:49:31.779Z,56.0535,-149.3167,10.3,3.4,ml,,,,0.87,ak,ak18180338,2018-01-24T14:59:30.040Z,"261km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-23T14:38:27.880Z,56.2287,-148.4932,12,3.6,ml,,,,0.73,ak,ak18180296,2018-01-24T14:44:18.040Z,"300km SE of Kodiak, Alaska",earthquake,,45969.5,,,reviewed,ak,ak
2018-01-23T14:17:25.190Z,38.8089981,-122.8195038,1.65,0.8,md,11,91,0.007559,0.03,nc,nc72957511,2018-01-23T14:50:03.874Z,"6km WNW of The Geysers, CA",earthquake,0.34,0.55,0.27,3,automatic,nc,nc
2018-01-23T14:10:51.382Z,56.2566,-149.7179,0.5,3.3,ml,,,,0.9,ak,ak18180205,2018-01-24T14:41:08.040Z,"248km SE of Kodiak, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-01-23T14:05:38.300Z,34.0473333,-117.0833333,16.01,1.31,ml,47,44,0.02689,0.21,ci,ci38091008,2018-01-23T14:55:50.990Z,"4km WNW of Yucaipa, CA",earthquake,0.24,0.58,0.143,27,reviewed,ci,ci
2018-01-23T13:48:50.620Z,33.5045,-116.79,6.81,0.58,ml,21,59,0.07501,0.12,ci,ci38091000,2018-01-23T14:55:13.684Z,"10km NE of Aguanga, CA",earthquake,0.22,0.65,0.074,15,reviewed,ci,ci
2018-01-23T13:45:33.340Z,-3.9807,-80.733,36.27,4.4,mb,,167,0.791,0.81,us,us2000cn31,2018-01-23T22:37:42.355Z,"10km N of Papayal, Peru",earthquake,6.1,8.5,0.126,18,reviewed,us,us
2018-01-23T13:44:17.775Z,56.6362,-149.0613,4.9,3.9,ml,,,,0.84,ak,ak18179002,2018-01-24T14:39:23.040Z,"248km SE of Kodiak, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2018-01-23T13:41:12.450Z,56.6013,-149.0213,4.1,3.7,ml,,,,0.79,ak,ak18178954,2018-01-24T14:37:21.040Z,"259km SE of Kodiak, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-01-23T13:34:09.098Z,56.4429,-149.0214,11.9,4.3,ml,,,,0.84,ak,ak18178907,2018-01-24T14:35:14.040Z,"243km SE of Kodiak, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2018-01-23T13:31:36.640Z,55.6429,-149.7262,10,3.8,mb,,252,2.533,1.19,us,us2000cn2q,2018-01-24T14:31:52.040Z,"289km SE of Kodiak, Alaska",earthquake,3.1,2,0.361,2,reviewed,us,us
2018-01-23T13:10:01.870Z,33.5366667,-116.7241667,2.99,0.46,ml,23,73,0.03068,0.09,ci,ci38090992,2018-01-23T16:33:38.350Z,"5km WSW of Anza, CA",earthquake,0.14,0.38,0.2,7,reviewed,ci,ci
2018-01-23T13:09:06.620Z,56.2874,-148.6328,10,4.2,mb,,232,2.628,0.59,us,us2000cn2i,2018-01-23T14:58:10.040Z,"283km SE of Kodiak, Alaska",earthquake,9.5,2,0.527,1,reviewed,us,us
2018-01-23T13:08:46.590Z,33.4795,-116.7883333,4.64,0.68,ml,29,63,0.09569,0.13,ci,ci38090984,2018-01-23T16:28:49.319Z,"8km ENE of Aguanga, CA",earthquake,0.16,0.36,0.142,18,reviewed,ci,ci
2018-01-23T13:04:12.089Z,56.7344,-148.9444,134.8,3.7,ml,,,,0.62,ak,ak18178790,2018-01-23T15:37:18.122Z,"239km ESE of Kodiak, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-23T13:00:57.590Z,55.9748,-150.3294,10,4.1,mb,,192,2.059,0.79,us,us2000cn2g,2018-01-23T14:40:44.040Z,"238km SSE of Kodiak, Alaska",earthquake,8.8,2,0.369,2,reviewed,us,us
